is_sarcastic,headline
1,Overwhelmed Archaeologists Struggling To Keep Pace With Glut Of Early Humans Thawed Out By Climate Change
1,Waiter Asks If Couple Would Like To Pack Him Up In Little Box And Take Him Home For Later
1,Experts Recommend Tuning Them Out And Just Trying To Enjoy Your Life
1,Parenting Experts Reveal Forcing Child To Shoot Dying Pet Only Teaches Lesson About Mortality For First 5 Or So Times
1,Pope Francis Attempts To Compromise On Rule-Change Proposals By Allowing Priests To Marry Him
1,Bloomberg Hires Thousands Of Canvassers To Stop Black Men On Street And Force Them To Hear Campaign Pitch
1,Nevada Addresses Concerns About Election Security By Switching To Electronic Voters
1,"Report Finds Average U.S. College Student Over $28,000 In Debt To Yakuza"
1,God Announces Major Overhaul Of Procreation Process For 2021
1,Couple Takes Weekend Trip Outside City To Get Away From All The Arts And Culture
1,CDC Recommends Also Wearing Face Mask On Back Of Head In Case Coronavirus Attacks From Rear
1,Jimmy Carter Added To Mount Rushmore After Becoming 5th Former President To Bowl Perfect 300
1,"‘You Should Put Your Name On The Karaoke List!’ Reports Greedy, Gluttonous Hunger For Strangers’ Approval"
1,Resigned Nutritionists Now Recommend Eating 3 Servings A Day Of Mice Or Bark Or Whatever
1,Fox News Producer Knows His Work Formulaic But At Least It Helps People Escape Reality For Couple Hours
1,CEO Of Robotics Corporation Tells Sobbing Andrew Yang That He Was His Greatest Creation
1,Moderates Worry Klobuchar Splitting People-Who-Will-Vote-For-Anybody Vote
1,Pregnant Woman Finally Knows Joy Of What It Feels Like To Be Big Fat Guy
1,Emergency Room Staff Assures Parents That Burger King Chicken Fries Will Pass Naturally Through Child’s System
1,"‘It’s Time To Go, Mr. Stone,’ Says Ski-Masked William Barr After Running Prison Bus Off Road"
1,"Flustered New Hampshire Bed And Breakfast Host Informs Biden, Sanders, Buttigieg, Warren, Klobuchar They’re All Booked For Same Room"
1,Poll Finds Bloomberg Trailing Among Young Black Males He’s Already Thrown In Prison
1,Man Calms Down From Violent Rage After Seeing ‘Or Current Resident’ On Misaddressed Letter
1,Fertility Clinic Employee Asks Couple If They’d Like To Play With Sperm Out Back And Get To Know It Better
1,NASA Launches Really Nice Nikon DSLR Camera Strapped To Rocket To Gather Photos Of Sun
1,"‘He’s A Cop,’ Say Bernie Backers, Withdrawing Support After Realizing Candidate Vying To Be Commander In Chief"
1,Health Officials Warn It Is Impossible To Tell If American Cruise Ship Passengers Suffering From Coronavirus Or Just Like That
1,Man Crippled By Fear Of Failure As If It Hadn’t Already Happened
1,Increasingly Unhinged Centrists Announce Plan To Round Up Nation Into Camps To Force Them To Engage In Meaningful Dialogue
1,Study Finds Dating Apps Most Effective Way To Find Everyone Your Age Apparently Kayaking Now
1,Mom Still Seething Over Car That Blew Through Stop Sign 15 Years Ago
1,Study Finds Leading Cause Of Childhood Obesity Witches Fattening Up Children To Be Eaten
1,"‘You’re Allowed To Be Naked Sometimes, But Not Other Times,’ Says Brad Pitt In Baffling Oscars Acceptance Speech"
1,"Nervous, Jeans-Wearing Charlize Theron Wishes Someone Had Told Her This Was Supposed To Be Formal Event"
1,Parkinson’s Gene Waiting To Switch On Until Everything Finally Falling Into Place For Local Man
1,Buttigieg Touts Progress Connecting With Black Fortune 500 Executives
1,Movie Expedition Team Annoyed They Only Getting Briefed On Mission Right Before Parachuting Onto Hostile Island
1,EPA Thugs Violently Beat Endangered Toad Who Hasn’t Paid Protection Money
1,‘He’s Got The Mulan Virus!’ Yells Don Jr. Attempting To Quarantine Eric By Duct Taping Garbage Bag Over Head
1,Report: The Nation Has Healed And It’s Time To Rejoice!
1,Hollywood Legend Kirk Douglas Dead In Apparent Age Overdose
1,"Senate Republicans Say One Mistake Should Not Ruin The Life Of A Naive, Promising Young Man Like Trump"
1,Trump Spends National Prayer Breakfast Attacking God For Allowing Impeachment To Ever Happen
1,Lin-Manuel Miranda: ‘You People Are Giving Me Too Much Fucking Money’
1,Sanders Makes Last-Minute Appeal To Moderates By Reminding Them All His Policies Would End Up Being Watered Down To Their Positions Anyway
1,Both Parties Acting Exactly How Everyone Expected Them To Restore Nation’s Faith In Political Process
1,"Rush Limbaugh Admits Presidential Medal Of Freedom Less Of An Honor Knowing That Rosa Parks, Maya Angelou Also Received It"
1,Corporate Lawyer Achieves Career Masterpiece With McDonald’s Monopoly Contest Rules
1,Pedestrians Passing Each Other On Sidewalk Stop To Let Children Sniff Each Other
1,DNC Offers Startup $500 Million To Develop Pencil That Can Accurately Record Election Results
1,DNC Blames Iowa Caucus Problems On Single Fuck-Up Senior Citizen Volunteer
1,Report: Majority Of Americans Would Jump At Chance To Rip Off Shirt And Use It As Tourniquet
1,Director Sets Up Actor With Backstory About How Franchise Failing Horribly
1,DNC Mulls Asking Donald Trump To Run As Democrat In Effort To Stop Sanders
1,Man Wastes Entire Life Chasing Unrealistic Pipe Dream Of Being Loved And Respected
1,Queen Reminds Worker Bees They Still Represent Colony Even When Away From Hive
1,Frustrated Tenant Only 5 Or 6 Days Away From Sending Gently Worded Email To Landlord
1,Report: Fighting Rising Tide Of Authoritarianism Sounds Like A Lot Of Work
1,Frito-Lay Pledges Party-Size Bag Of Plain Potato Chips To Help Combat World Hunger
1,"‘You’re A Piece Of Shit And I Hope Everyone Like You Dies,’ Says Biden To Democratic Voter In Stirring Call For Party Unity"
1,Recently Unearthed Ancient Sumerian Cuneiform Tablet Depicts Earliest Known Observance Of Ladies’ Night
1,Elon Musk Rushes To Aid Of Overturned Tesla Pinned On Top Of Child
1,New Podcast From ‘The Onion’ Renders Eyeballs Obsolete
1,Kushner Promises Israel Plan Will Relocate All Palestinians To Generous Swath Of Mediterranean Sea
1,Olive Garden Food Scientists Rapidly Running Out Of Foods To Scampi
1,Sanders Unveils Job-Training Program To Provide Meaningful Work To Low-Skilled Op-Ed Writers
1,Lost Grandfather With Dementia Found Hundreds Of Miles Away From Home Wandering International Space Station
1,Chris Matthews Warns Bernie Sanders Victory Runs Risk Of Making Him Look Stupid 2 Elections In A Row
1,Joni Ernst Insists She Hasn’t Seen Any Impeachment Evidence That Has Changed Her Self-Serving Political Calculus
1,New Evidence Reveals Library Of Alexandria Kicked Out Dozens Of Creepy Old Romans For Looking At Pornographic Images On Abacus
1,CBS Inks Deal For 30-Episode Bloomberg Ad
1,Black-Metal Fan Conflicted About Supporting Artist Who’s Never Been Convicted Of Murder
1,Xi Jinping Vows To Combat Coronavirus By Making It Illegal To Mention Within A Week
1,Experts Unable To Determine Why Someone As Rich As Justin Bieber Even Needs To Believe In God Anymore
1,Parents Impressed By How Big Baby Has Gotten After Just 16 Months Of CrossFit
1,Mike Pompeo: ‘There Is Overwhelming And Undeniable Evidence To Support Going To War With Whoever’
1,CDC Urges Americans To Just Say No If Friend Offers Them Coronavirus
1,Treble Clef Honored With Lifetime Achievement Award During 62nd Annual Grammy Ceremony
1,"Out-Of-Touch, Aging 24-Year-Old Keeps Trying To Fit In With Cool Kids At Grammys"
1,Grammys Accused Of Bias Toward Music That Accurately Represents What Nation At Large Listening To
1,Liberals Say Sanders’s Acceptance Of Rogan Endorsement Sends Dangerous Message He Trying To Win Election
1,Melting Giraffe Congressman Warns Impeachment Distracting From Surreal Issues
1,Weinstein Defense Attorney Implores Jury To Remember How Fun ‘Pulp Fiction’ Is
1,Trump Makes Powerful Pro-Life Case By Speaking About The Joys Of Neglecting A Child
1,Trump Lifts Obama-Era Protections Trapping Gangthor The Malevolent In Tomb Deep Within Murky Depths Of Pacific Ocean
1,Nuclear Scientists Fucking Around In Friend’s Backyard Run Away After Stuffing Fission Bomb Into Coke Can
1,New Comcast Bundle Deal Includes 24/7 Live-In Technical Support
1,Last Remaining Chinese Paddlefish Cackling In Rafters Of World Wildlife Fund Press Conference Declaring It Extinct
1,Justice Roberts Sternly Admonishes Impeachment Participants To Remember They’re At Complete Farce Of A Trial
1,Financial Experts Recommend Just Waiting Until Chaos Is Law Of The Land
1,PornHub Announces Contest To Allow One User Under 18 To View Content
1,"God Stumbles On Old, Beat-Up Planet That He Carved ‘Mötley Crüe’ All Over"
1,Senate Republicans Force Through Resolution Establishing Wingstop As Official Sponsor Of Impeachment Trial
1,"‘Well, I Could Do That’ Says Art Museum Attendee Viewing Security Guard On Lunch Break"
1,Contrarian ‘New York Times’ Travel Section Breaks With Paper To Endorse Deval Patrick For Democratic Nomination
1,Impatient Man Forced To Wait To Have Sex Until Wife Finished Giving Birth
1,First-Time Davos Attendee Can’t Believe How Many Seminars There Are About Running Secret Child-Molestation Ring
1,Kellyanne Conway Suggests Martin Luther King Jr. Would Have Traveled To Ukraine For Dirt On Biden
1,Area Dad Sure Knows A Lot About Local Weather Woman
1,Report: Clicking This Link Will Add You To Several FBI Watchlists
1,Canadian Man Wishes There Was Some Way To Pay His Doctor For All The Hard Work He Did
1,"‘They Can’t Impeach Someone They Can’t See,’ Say Trump Boys Cramming Dad Into Homemade Bunker Under Oval Office Desk"
1,TV Character Knows All This Hardship She’s Experiencing Now Will One Day Be Nothing More Than A ‘Previously On’ Clip
1,Unclear What Licensing Deal Led To Single Season 4 Episode Of ‘The Blacklist’ Being Available For Viewing On Airplane
1,"Man Assumed Being Heartless, Egotistical Maniac Would Have Made Him Richer By Now"
1,Republican Senators Maintain They’ll Weigh All Evidence Before Carrying Trump Out On Shoulders
1,Tampax Unveils New Find My Tampon App For When One Really Gets Lodged Up There
1,CNN Reveals Bernie Sanders Running For President Of Country With History Of Sexism
1,Stephen Miller Hurt At Being Passed Over For Job Stalking Female Ambassador
1,CNN Audio Analysis Reveals Biden Caught On Wet Mic While Chewing On Own Microphone
1,Human Trafficker Not Getting Any Traction On This One
1,Man Afraid He’ll Seem Vulnerable If He Reaches Out To Fire Department For Help
1,Public Disapproval Of Iran Approach Convinces Trump To Reverse Soleimani Killing
1,Scientists Still Unable To Determine Whether Yes A Good Band
1,Biden Asks Advisors How Much Longer He Has To Pretend To Be Confused And Doddering To Avoid Criticism
1,Morbid Visit Home Begins With Grandfather Only Able To Complete Single Flying Crane Backflip Kick To Ward Off Intruders
1,Pete Buttigieg Trapped In Freezer After Searching Iowa Diner For Back Room With High-Rolling Donors
1,CNN Reminds Debate Participants To Keep Personal Attacks Off The Stage In Favor Of New Confession Cam Backstage
1,CNN Moderator Challenges Sanders’ Support For Women By Asking Him To Name Every Part Of Female Reproductive System
1,CNN Figures It Can Soak Tom Steyer For Couple Million By Pretending It Costs Money To Appear In Debate
1,Democratic Candidates Immediately Descend Into Violent Pandemonium Without Cory Booker’s Message Of Love
1,Sanders Campaign Doubles Down With New Ad Warning Americans They’ll Never Be Able To Hear A Female President Over The Sound Of Her Vacuum
1,Swing Voter Really Relates To Buttigieg’s Complete Lack Of Conviction
1,Cash-Strapped Men’s Wearhouse Now Offering Free Measurements Of Whatever The Hell You Want
1,Boeing Scrambling After New CEO Catches Fire During First Press Conference
1,Cory Booker Drops Out Of 2020 Rat Race After Falling In Love With Small-Town Iowa Life
1,"Homeless, Disheveled Prince Harry Spotted Eating Out Of Garbage Can Just 24 Hours After Stepping Away From Monarchy"
1,God Struggling To Feign Happiness After Jesus Announces He Marrying Exotic Dancer From Place Off I-95
1,Relationship Experts Urge You Not To Cheat On Significant Other Even Though Sex Will Feel Amazing And They Never Have To Know
1,U.S. Plagued By Widespread Website Crashes After Mouse Gets Into Internet
1,Emergency Last Responders Loiter Around Scene Pretending To Aid Victims After Most Of The Work Already Done
1,Excited Park Rangers Announce Lincoln Memorial Actually A Girl After Statue Gives Birth To Litter Of Tiny Marble Abraham Lincolns
1,Man Validated After Discovering Popular Kid From High School Ended Up Bottoming Out Almost As Much As He Did
1,Couple No Fun Anymore After Having Kids Die
1,Dumb Tourists In Paris Gawking At Splendor Of Greatest Architectural Feats In Human History
1,Hasbro Launches Line Of Trap-Building Kits To Encourage Girls To Get Into Post-Apocalyptic Survivalism
1,Truffle Oil Embarrassed To Be Working With Low-Class Ingredients On Loaded Fries
1,"Cat Treat Package Going On About Delicious, Creamy Center Too Much Not To Be Marketing To Humans"
1,Demon Kicking Self For Inhabiting Child When He Could’ve Possessed Someone Who Could Buy A Gun
1,Report: Everything Slightly Worse Than Yesterday
1,Trent Reznor Ruins 31st Consecutive Holiday Season By Talking About How Christianity A Bunch Of Bullshit
1,Devastated Family Struggling To Get Through First Christmas Since Dad Returned
1,Report: Make It Stop
1,Prominent Evangelical Magazine Calls For Removing Trump From Holy Trinity
1,"Antsy, Jonesing Nation Demands New Grinch Content"
1,DNC Bows To Pressure By Adding Andrew Cuomo To Increase Ethnic Representation On Debate Stage
1,DNC Eases Debate Requirements To 0.1% Above Whatever Cory Booker Polling
1,Sad ‘Rise Of Skywalker’ Fan Can’t Believe There Never Going To Be Another ‘Star Wars’ Movie
1,Chinese Government Justifies Mass Surveillance By Explaining That All Of Life A Grand Performance
1,Trump Claims He Knows John Dingell Is In Hell Because He Sees Window Into Terrifying Inferno Every Time He Closes His Eyes
1,CG Supervisor For ‘Cats’ Thought He Actually Did An Okay Job
1,Man Still Can’t Believe He’s Not A Virgin
1,Body-Positive Male Ally Worried Girlfriend Has Been Packing On The Beauty Lately
1,Middling ‘Rise Of Skywalker’ Review Leaves Fan On Fence About Whether To Threaten To Kill Critic
1,GOP Turns Dozens Of House Democrats Away From Impeachment For Failing To Provide Adequate Voter ID
1,Congressman Could’ve Sworn Last Impeachment Was Catered
1,Poll Finds 54% Of Americans Approve Executing Trump But Leaving Him In Office
1,Insurance Company Annoyed Customer Doesn’t Realize They Were Just Being Polite When They Said They’d Cover Healthcare Bills
1,Study Finds Comparing Yourself To Others Actually Pretty Good Way To Gauge Success
1,‘United 93’ Director Announces Remastered Edition Digitally Removing WTC From Film
1,Area Man Has Little Present For You
1,Congress Reaches $1.4 Trillion Spending Deal To Award Entire Budget To One Lucky American
1,All Of Area Man’s Positive Qualities Stolen From Past Friends
1,Luddite In 2070 Refuses To Merge Consciousness With Self-Driving Hyundai Elantra
1,Writers Retreat Gives Aspiring Novelists Opportunity To Receive Critical Feedback From Other Nobodies
1,Clint Eastwood Propositions Film Critic To Obtain More Positive Review Of ‘Richard Jewell’
1,Dalai Lama Announces Before Reincarnating His Spirit Will Probably Fly To Moon And Hang Out For A Bit
1,‘And Then Those 12 People Send It To 12 People—That’s 144 People!” Says Cory Booker Describing Campaign Newsletter Strategy To Rosario Dawson
1,Harvey Weinstein Laments Being Treated Like He Didn’t Put Whole #MeToo Movement On The Map
1,God To Leave Humanity In Hands Of Babysitter Kayla While He Checks Out New Restaurant
1,Pathetic Man Cries When He’s Upset Rather Than Screaming At 3-Year-Old Son To Shut The Fuck Up
1,"Report: People Talk, You Know?"
1,Woman Not As Fun-Loving And Carefree As Pom-Pom On Winter Hat Would Suggest
1,Hungover Coworker A Little Too Functional Morning After Holiday Party Not To Be Alcoholic
1,Tokyo Drivers Gridlocked As 12-Legged Catbus Overturns On Highway
1,"‘Well Spoken, My Good Fellow, But Let Me Retort,’ Says Congressman Engaged In Probing, High-Minded Debate On Facts And Merits Of Impeachment"
1,Las Vegas Residents Worried That Proposed Construction Of New Casino In Town Will Bring In Riff-Raff
1,Fox News Condemns 2020 Election As Partisan Witch Hunt Orchestrated By Democrats To Unseat President
1,Hiker Trapped For Days Under Fallen Boulder Survives By Cutting Off Own Ponytail
1,Man Relaxing His Overwhelming Anxiety For Just A Moment Finally Gives Pack Of Coyotes The Opening They Need
1,New ‘Sesame Street’ Character Shudders To Life As Producers Complete Ritual To Imprison Damned Soul Within Puppet
1,Nation Finally Stands Far Enough Away From Jackson Pollock Painting To Realize It Realistic Still Life Of Fruit
1,Company’s Holiday Party Moves Up Timeline For Bankruptcy By 4 Months
1,Critics In 2030s Ask Why Teen Climate Activist Isn’t In Abandoned School Bailing Water And Shooting Enemy Foragers
1,God Recounts Torrid Affair With Michelangelo That Began When Posing For Sistine Chapel Fresco
1,Town Hag Getting In Pretty Good Day Of Shaking Jangly Bell-Covered Stick While Pointing And Screaming ‘You Will Die!’
1,"National Association Of Corpses Express Outrage At Still-Living Actors Getting Cadaver Roles On ‘CSI,’ ‘Law & Order’"
1,Apologetic Justin Timberlake Presents Jessica Biel With Severed Hand Of Alisha Wainwright To Prove Loyalty
1,Trump Offers Hunter Biden Job In Energy Department Based On Oil Industry Experience
1,So-Called Ronald Reagan Presidential Library Looks Nothing Like Him
1,Learned Coworker Always Has Heard Good Things About Whatever Piece Of Media Being Discussed
1,Pete Buttigieg Blames Inability To Disclose Political Stances On NDA With Buttigieg Campaign
1,World Wildlife Fund Apologizes After Years Of Working With Well-Known Whale Pedophile
1,Cabal Of Handsome Male Celebrities Agrees To Continue Withholding Baldness Cure From Public And Jude Law
1,Sight Of His Beautiful Bride Walking Down Aisle Fills Man With Overwhelming Happyish Feeling
1,Man Doesn’t Want To Put Too Much Effort Into Fixing Up House He Just Going To Burn Down For Insurance Fraud One Day
1,Sonny Perdue Argues Food Stamp Cuts Will Incentivize People To Get Exploitative Jobs That Won’t Exist In 5 Years
1,Mother Confident That Adult Son’s Cycle Of Emotional Terrorism Will Calm Down Once He Finds The Right Girl
1,Boris Johnson Worried Anti-Semitism Accusations Against Labour Party Will Hurt Tories’ Hold On Bigot Vote
1,Jimmy Carter Devotes Rest Of Life To Raising Awareness Of Fact That Men Get UTIs Too
1,Researchers Release Teeny Little Minotaur Into Maze To Test Mice’s Capacity To Use Enchanted String
1,Report: Would’ve Been Nice If Dad Had Loved Original Family This Much
1,Mom Scolds Child For Pointing At Homeless Man Instead Of Ignoring His Very Existence
1,"Jilted Trump Announces Formation Of Cooler, Way More Powerful NATO With His New Best Friends Oman, Macedonia, And Suriname"
1,Loved Ones Located All The Way On Other Side Of Heaven
1,One-Eyed Man Who Kamala Harris Locked Up 25 Years Ago Quietly Removes Tulsi Gabbard Mask
1,British Royal Family Condemns Media’s Ugly Attacks On Their Traditional Practice Of Sexual Abuse
1,"Michael Bloomberg Treats Self To Second, Flashier Presidential Campaign"
1,Man’s Life Spent Occasionally Eating Barbecue In Between Doing Things He Hates
1,Washboard Player In Jug Band Tired Of Spoons Guy Getting All The Chicks
1,"‘Team Umizoomi Actually Kind Of Interesting,’ Reports Stay-At-Home Dad On Verge Of Full Psychotic Breakdown"
1,Iranian Regime Attacks Activists Trying To Come Up With Protester Body Count For Being Complete Dorks Obsessed With Numbers
1,"Nation Returns To Regular Workweek A Little More Kind, A Little More Thoughtful, A Little More Thankful"
1,Nation Calls For Letting Biden Rub Women’s Shoulders Again After Seeing What He’ll Do Instead
1,Pete Buttigieg Admits Only Recently Realizing Black People Can Vote
1,All Of Woman’s Problems Stem From Never Having Visited Europe
1,‘Marvelous Mrs. Maisel’ Cast Members Clock Into Amazon Warehouse For Mandatory Black Friday Overtime Shift
1,Child Decides To Become Vegetarian After Forming Close Friendship With Roasted Turkey Leg
1,Thanksgiving Conversation Devolves Into Just Stating Things Dog Is Currently Doing
1,"New Sip-And-Weld Studio Provides Opportunity To Drink Wine, Create Own Masterpiece With Blowtorch"
1,Man Worried Partner Hasn’t Been Attracted To Him Ever Since He Got Head Stuck In Fence
1,"‘Just Be Honest If This Looks Good,’ Girlfriend Wearing New Big Bird Outfit Asks Panicking Boyfriend"
1,Financial Experts Recommend Americans Set Aside Giant Mesmerizing Pearl To Rub Obsessively In Retirement
1,Eddie Gallager Wakes Up In Cold Sweat After Nightmare About Watching Innocent Iraqi Women Minding Their Own Business
1,Nation’s Long-Haired Old Men In Flowy Linen Shirts Announce You Are Loved
1,Johnson & Johnson CEO Idly Wonders How Much Money He’d Make Off National Tylenol Epidemic
1,Facial Recognition Software Knows It Has Seen Man Before But Can’t Remember His Name
1,"Typical American Teen Struggles To Balance Demands Of School, Pansexual Orgies, And Drug Raves"
1,"Groundbreaking Chef Transforms Culinary World With Choice To Use Fresh, High-Quality Ingredients"
1,Child Wondering Why Older Brother Only One To Get Funeral
1,"‘I Could Spare Some Change,’ Says Man About To Become Buttigieg Campaign’s Top Black Donor"
1,Veterinarian Wishes Owner Would Just Let Dog Answer One Goddamn Question
1,"Smiling, Knife-Wielding Marie Kondo Orders Followers To Leave Behind Cluttered Physical Forms"
1,Congress Approves $3 Billion In Military Aid For Netanyahu To Defend Self Against Israeli Justice System
1,Only Person Who Ever Truly Saw World For What It Is Starts Antidepressant Medication
1,"Sweating, Grunting Mike Pence Straining To Rapture Himself Before Impeachment Inquiry Goes Any Further"
1,DNC Server Celebrates Escape From U.S. Jurisdiction Surrounded By Bikini-Clad Women On Yacht In Black Sea
1,‘Frozen 2’ Creators Confirm That Elsa Gay But Also Trans-Exclusionary Radical Feminist
1,Cory Booker Taken Aback To Find Dozens Of Pictures Of Himself On Buttigieg Campaign Flyers
1,Health Department Gives Tyson Plant ‘D’ Grade After Discovering Raw Chicken Contaminating Nearly Every Surface
1,Ornithologists Awarded $10 Million Grant To Research Whether That Big Bird Up There A Hawk
1,Report Confirms That Being Unable To Keep Track Of Mass Shootings Technically Counts As Not Giving Attention To Shooters
1,"Literary Historians Discover Hemingway’s Dad Bulk Purchased 70,000 Copies Of ‘The Sun Also Rises’ To Get Son On Bestseller List"
1,FBI Solving 80% More Cases After Getting Great Big Magnifying Glass
1,"‘Reflationary Boom Incapable Of Helping U.S. Bond Market Recovery,’ Announces Finance Article That Actually About Your Entire Savings Being Wiped Out"
1,Buttigieg Campaign Appeals To Moderate Republicans By Touting Low Approval Among Black Voters
1,Biologists Recommend Trees Put Aside A Little Phosphorus For Unexpected Emergencies
1,Safety Experts Recommend Shouting ‘Free Donuts’ Instead Of ‘Rape’ To Receive Help More Quickly
1,Spider Panics After Losing Track Of Human It Noticed Scurry Across Floor
1,"Unclear Which Beach House Song This Is, Reports Lead Singer Of Beach House"
1,Yovanovitch Testifies That She Was Removed To Make Way For Corrupt Back Channel But Gets If No One Cares About Anything Anymore
1,Full Trump Transcript Includes 37 Pages Of Confused President Mashing Fingers Against Dial Pad While Ukrainian President Tries To Speak
1,Flu Outbreak Reduces Class Sizes To Level Appropriate For Learning
1,Report: Some Company Called Scampr Already Lost $12.5 Billion At Launch And Has Gone Bankrupt
1,Six Flags Unsure If They Need To Apologize For Parkgoer Who Managed To Get Decapitated By Bumper Cars
1,Area Man Loads Up On Half-Priced Armistice Day Candy
1,‘Washington Post’ Impeachment Critic Gives Insipid Day One Inquiry 2 Out Of 5 Andrew Johnsons
1,"Deval Patrick Acquires High Favorability Numbers, Good Iowa Polling After Leveraged Buyout Of Buttigieg Campaign"
1,Woman Knows Husband Just Acting Affectionate Because He Wants Food
1,Paralyzed Mike Pence Lies Against Bathroom Wall For Hours After Encountering Doorknob That Looks Like Female Breast
1,Girlfriend Must Have Been Drinking When She Texted Picture Of Knitted Scarf At Midnight
1,Police Officer On Desk Duty Placed On Empty-Room Duty After Brutally Beating Drawer
1,Paraguay Panics After Discovering Rich Deposit Of Natural Resources
1,"Precocious 5-Year-Old Already Holding Long, Pointless Business Meeting With Stuffed Animals"
1,Crack Of Gunfire Resounding Through Office Gives Woman Perfect Cover She Needs To Bite Into Crisp Apple
1,Amazon Encourages Drivers To Deliver Packages Faster By Strapping Cinder Block To Truck’s Accelerator
1,Disney Plus Apologizes For Apparently Being All That Some Actual Adults Have
1,"Tiny, Rejuvenated Jimmy Carter Emerges From Pile Of Ashes After Aged Ex-President Bursts Into Flames"
1,College Freshman Annoyed About Having To Room With 47-Year-Old Adjunct Professor
1,Disney Plus Suffers Miserable Debut After Tennis Channel Launches Streaming Service On Same Day
1,Pack Members Worried Young Wolf May Be Sociopath After He Mauls Rabbit
1,Dalai Lama Triumphantly Names Successor After Discovering Woman With ‘The Purpose Of Our Lives Is To Be Happy’ Twitter Bio
1,Officials Say Outbreak Of Australian Wildfire May Have Spread From Engulfed Passenger Traveling From U.S.
1,"Mom Casually Rattles Off The Names, Ages Of Alec Baldwin’s Children"
1,BREAKING: You Wanna Fucking Go?
1,United Airlines Announces Plan To Take Over Lolita Express Routes
1,Newly Pregnant Woman A Little Too Quick To Remind Everyone She Gets To Have One Glass Of Wine A Week
1,ABC News Fires Hot Mic For Converting Sound Waves Of Anchor Revealing Network Spiked Epstein Story
1,Hallmark Apologizes For Role In Supplying Third Reich With Greeting Cards
1,Performance Art Thieves Rappel From MoMa Ceiling To Steal Nude Marina Abramović Whipping Self With Flaming Rose
1,"‘New Day, Same Bullshit,’ Whispers Dalai Lama Before Slapping On Smile To Greet The Masses"
1,Recently Divorced Dad Waiting For Right Time To Introduce Children To Woman He Hooked Up With Last Night
1,"‘No, God, No!’ Screams Agonized James Dean Disappearing From Heaven As Filmmakers Finish Constructing CGI"
1,Gates Foundation Pledges $25 Billion To Eradicate Whatever Disease Drives People To Support Taxing The Rich
1,DNC Leaders Bury Heads In Hands After New Moderate Presidential Recruit Immediately Walks Into Oncoming Traffic
1,Man Watches Video About Habits Of Effective Artists So He Too Can Be Effective Artist
1,Billions Of Blessed Souls Forced To Wander Earth During Heavenly Fumigation
1,Audience Participant Feels Like Drag Queen Deliberately Misconstruing His Answers
1,Ford CEO Worried He Never Bringing Back Jobs He Outsourced
1,NRA Issues ‘F’ Rating To Bugs Bunny For Tying Up Guns Into Pretzel Shape
1,Report: Little Help Here?
1,Catholic Priest Stuck In Remote Backwater Town Thinking About Molesting Kid Just To Get Transferred
1,NYC Opens $500 Million Decoy Subway Station To Catch Turnstile Jumpers
1,Hardline Pastry Chef Displays American Flag With Raspberry Cream Stripe To Honor Sacrifices Bakers Make Every Day
1,Visa Introduces New Preloaded Debt Card
1,Coworker Apparently Just Going To Stare At Lunch In Microwave For Entire 3-Minute Cook Time
1,"‘America Needs To Dream Bigger,’ Declares Aaron Sorkin To Burberry Employee Who Informed Him Coat He Wanted Out Of Stock"
1,‘The Onion’ Announces New Nationwide Literacy Program Encouraging Kids To Read ‘The Onion’ For An Hour A Day
1,CNN Responds To Richard Spencer Comments By Apologizing For Not Getting Him To Say Those Things On The Show
1,Man Spends Hours Surfing Internet Rather Than Dealing With Real Pressing Issues In ‘Harvest Moon: Light Of Hope’
1,Report: It Going To Take A Lot More Than ‘Love Shack’ To Bring Wedding Guest Out To Dance Floor
1,Cocktail Menu Scanned For Drink With Fewest Unfamiliar Ingredients
1,New Exhibit At Dallas Visitor’s Center Focuses On Things That Went Right During JFK’s November 1963 Visit
1,TC Energy Says Keystone Pipeline Failed Due To Protestors Making It Lose Confidence In Itself
1,‘Sesame Street’ Introduces Paranoid-Schizophrenic Muppet To Educate Kids About Pat Sajak Stealing Your Empty Tuna Cans
1,‘Someone’s In Here!’ Says Man In Restroom Asserting Own Existence For First Time In Months
1,Man Asks Every Trick-Or-Treater If They’re The Real Dracula Just In Case
1,Poll Shows Support For Impeachment Weakest Among Uncontacted Amazonian Tribes Who Know Nothing Of Our Ways
1,"‘Hey You, Want To Be A Federal Judge?’ Says Mitch McConnell Pointing To Valet In Heritage Foundation Parking Lot"
1,"‘Oh Jesus, Now What?’ Says Exhausted Trump Turning On News To See What Bullshit Thing President Did Today"
1,Silicon Valley Leaders Sit Down With Wildfire At Investment Meeting After Being Impressed By Its Rapid Expansion
1,Vindman Says Ukraine Transcript Left Out Lengthy Sections Of Trump Bragging About Time He Was In Pizza Hut Commercial
1,ExxonMobil Introduces New 8-Course Gasoline Tasting Menu For Luxury Cars
1,God Recalls Time He Pulled Wings Off Angel As Child
1,Man Remembers Exactly Where He Was In ‘Final Fantasy X’ When He Heard About 9/11
1,"Bernie Sanders Holds Secret Campaign Meeting With 15,000 Working-Class Democratic Donors"
1,Exterminator Composes Self In Driveway So Kids Won’t Know He Saw Cricket Die At Work Today
1,ISIS Member Unsure Whom To Submit PTO Request To
1,"‘Again, Again, Again!’ Exclaims Clapping, Grinning Trump After Sixth Time Watching Abu Bakr Al-Baghdadi Death Video"
